PFId,PrjCode,ClstAgg,ClstPrct,AdmLocTypeIdAgg,LocationBeneficiaryID,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,AdmLocBenReachedClustAgg1,AdmLocBenReachedClustAgg2,AdmLocBenReachedClustAgg3,AdmLocBenReachedClustAgg4,AdmLocBenReachedClustAgg5,AdmLocBenReachedClustAgg6
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95794,CAUCA,CAJIBÍO,,,,,323##483##216##323|||28##49##19##28|||0##0##0##0|||100##148##68##100|||0##0##0##0|||411##614##275##411,323##483##216##323|||28##49##19##28|||0##0##0##0|||100##148##68##100|||0##0##0##0|||411##614##275##411,,,,,"2.39566300,-76.82711700","2.62303109,-76.57038564",,,,,154570.00|||7228.00|||0.00|||27456.00|||0.00|||351520.00,154570.00|||7228.00|||0.00|||27456.00|||0.00|||351520.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95796,CAUCA,SUCRE,,,,,69##99##44##69|||6##9##4##6|||0##0##0##0|||21##31##13##21|||0##0##0##0|||89##131##59##89,69##99##44##69|||6##9##4##6|||0##0##0##0|||21##31##13##21|||0##0##0##0|||89##131##59##89,,,,,"2.39566300,-76.82711700","2.03811061,-76.92550779",,,,,32045.00|||1456.00|||0.00|||5616.00|||0.00|||75400.00,32045.00|||1456.00|||0.00|||5616.00|||0.00|||75400.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95798,CAUCA,EL TAMBO,,,,,402##607##266##402|||35##55##23##35|||0##0##0##0|||123##186##83##123|||0##0##0##0|||525##786##352##525,402##607##266##402|||35##55##23##35|||0##0##0##0|||123##186##83##123|||0##0##0##0|||525##786##352##525,,,,,"2.39566300,-76.82711700","2.45242885,-76.81140062",,,,,193024.00|||8632.00|||0.00|||33904.00|||0.00|||449800.00,193024.00|||8632.00|||0.00|||33904.00|||0.00|||449800.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95801,LA GUAJIRA,MAICAO,,,,,9##161##171##258|||34##416##169##194|||37##189##197##213|||20##80##145##159|||124##192##162##162|||109##109##110##111,9##161##171##258|||34##416##169##194|||37##189##197##213|||20##80##145##159|||124##192##162##162|||109##109##110##111,,,,,"11.47596800,-72.42991800","11.37740000,-72.24303615",,,,,68614.00|||47528.00|||51480.00|||26624.00|||56511.00|||89960.00,68614.00|||47528.00|||51480.00|||26624.00|||56511.00|||89960.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95802,LA GUAJIRA,RIOHACHA,,,,,7##140##144##222|||26##323##132##153|||29##151##156##167|||17##64##114##128|||91##140##120##120|||109##109##110##111,7##140##144##222|||26##323##132##153|||29##151##156##167|||17##64##114##128|||91##140##120##120|||109##109##110##111,,,,,"11.47596800,-72.42991800","11.52912543,-72.91227125",,,,,66352.00|||37700.00|||41704.00|||24960.00|||41847.00|||99320.00,66352.00|||37700.00|||41704.00|||24960.00|||41847.00|||99320.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95808,LA GUAJIRA,SAN JUAN DEL CESAR,,,,,6##83##84##130|||11##137##57##64|||20##100##103##113|||11##43##77##83|||0##0##0##0|||109##109##109##109,6##83##84##130|||11##137##57##64|||20##100##103##113|||11##43##77##83|||0##0##0##0|||109##109##109##109,,,,,"11.47596800,-72.42991800","10.77073498,-73.00170139",,,,,34684.00|||15704.00|||27144.00|||13936.00|||0.00|||89440.00,34684.00|||15704.00|||27144.00|||13936.00|||0.00|||89440.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95812,LA GUAJIRA,URIBIA,,,,,0##20##20##34|||3##49##19##23|||13##60##63##67|||6##26##46##51|||10##19##15##15|||109##109##109##109,0##20##20##34|||3##49##19##23|||13##60##63##67|||6##26##46##51|||10##19##15##15|||109##109##109##109,,,,,"11.47596800,-72.42991800","11.71520214,-72.26574628",,,,,8294.00|||5460.00|||16432.00|||8320.00|||5187.00|||89440.00,8294.00|||5460.00|||16432.00|||8320.00|||5187.00|||89440.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95819,NORTE DE SANTANDER,TIBÚ,,,,,1123##1403##140##140|||0##0##0##0|||148##274##9##18|||146##271##9##18|||0##0##0##0|||148##160##189##203,1123##1403##140##140|||0##0##0##0|||148##274##9##18|||146##271##9##18|||0##0##0##0|||148##160##189##203,,,,,"8.09530200,-72.88050600","8.63971770,-72.73591937",,,,,323089.00|||0.00|||36504.00|||29120.00|||0.00|||143520.00,323089.00|||0.00|||36504.00|||29120.00|||0.00|||143520.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95902,NARIÑO,BARBACOAS,,,,,583##769##109##109|||64##333##125##176|||94##214##94##99|||94##200##188##197|||36##142##79##79|||0##0##0##0,583##769##109##109|||64##333##125##176|||94##214##94##99|||94##200##188##197|||36##142##79##79|||0##0##0##0,,,,,"1.56951900,-77.87160800","1.67357165,-78.13826120",,,,,180583.00|||40820.00|||40248.00|||44720.00|||29679.00|||0.00,180583.00|||40820.00|||40248.00|||44720.00|||29679.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95904,NARIÑO,CUMBITARA,,,,,694##870##87##87|||0##0##0##0|||36##68##2##4|||36##68##2##4|||0##0##0##0|||74##80##94##102,694##870##87##87|||0##0##0##0|||36##68##2##4|||36##68##2##4|||0##0##0##0|||74##80##94##102,,,,,"1.56951900,-77.87160800","1.64767179,-77.57843110",,,,,199810.00|||0.00|||8840.00|||7072.00|||0.00|||71760.00,199810.00|||0.00|||8840.00|||7072.00|||0.00|||71760.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95908,NARIÑO,EL CHARCO,,,,,306##418##74##74|||64##331##125##176|||74##178##88##97|||74##164##187##195|||37##144##79##79|||0##0##0##0,306##418##74##74|||64##331##125##176|||74##178##88##97|||74##164##187##195|||37##144##79##79|||0##0##0##0,,,,,"1.56951900,-77.87160800","2.47587728,-78.10832813",,,,,100282.00|||40716.00|||35464.00|||40768.00|||29913.00|||0.00,100282.00|||40716.00|||35464.00|||40768.00|||29913.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95911,NARIÑO,MAGÜÍ,,,,,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,,,,,"1.56951900,-77.87160800","1.76612353,-78.18430368",,,,,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95913,NARIÑO,OLAYA HERRERA,,,,,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,,,,,"1.56951900,-77.87160800","2.34754711,-78.32877504",,,,,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95915,NARIÑO,ROBERTO PAYÁN,,,,,304##406##62##62|||43##220##83##117|||68##151##61##68|||67##142##126##132|||24##96##52##52|||0##0##0##0,304##406##62##62|||43##220##83##117|||68##151##61##68|||67##142##126##132|||24##96##52##52|||0##0##0##0,,,,,"1.56951900,-77.87160800","1.69698692,-78.24467611",,,,,95758.00|||27040.00|||28184.00|||30784.00|||19773.00|||0.00,95758.00|||27040.00|||28184.00|||30784.00|||19773.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95916,NARIÑO,SAMANIEGO,,,,,926##1158##116##116|||0##0##0##0|||70##128##4##8|||70##127##4##8|||0##0##0##0|||148##160##189##203,926##1158##116##116|||0##0##0##0|||70##128##4##8|||70##127##4##8|||0##0##0##0|||148##160##189##203,,,,,"1.56951900,-77.87160800","1.33227291,-77.60073212",,,,,266539.00|||0.00|||16952.00|||13728.00|||0.00|||143520.00,266539.00|||0.00|||16952.00|||13728.00|||0.00|||143520.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95918,NARIÑO,SANTA BÁRBARA,,,,,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,304##406##62##62|||43##221##83##117|||68##151##60##68|||67##142##125##132|||24##96##52##52|||0##0##0##0,,,,,"1.56951900,-77.87160800","2.45112402,-77.98139371",,,,,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,95758.00|||27144.00|||28184.00|||30576.00|||19773.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95920,NARIÑO,SAN ANDRÉS DE TUMACO,,,,,776##1037##173##176|||129##665##252##355|||163##391##188##207|||162##352##374##391|||73##288##158##160|||0##0##0##0,776##1037##173##176|||129##665##252##355|||163##391##188##207|||162##352##374##391|||73##288##158##160|||0##0##0##0,,,,,"1.56951900,-77.87160800","1.75029972,-78.78940097",,,,,248820.00|||81952.00|||76856.00|||84240.00|||59943.00|||0.00,248820.00|||81952.00|||76856.00|||84240.00|||59943.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95922,CAUCA,BUENOS AIRES,,,,,330##495##82##124|||0##0##0##0|||226##337##56##84|||960##1440##240##360|||0##0##0##0|||323##483##82##120,330##495##82##124|||0##0##0##0|||226##337##56##84|||960##1440##240##360|||0##0##0##0|||323##483##82##120,,,,,"2.39566300,-76.82711700","3.01602441,-76.64254640",,,,,118378.00|||0.00|||56888.00|||198016.00|||0.00|||206960.00,118378.00|||0.00|||56888.00|||198016.00|||0.00|||206960.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95924,CAUCA,MORALES,,,,,329##497##82##122|||0##0##0##0|||226##337##56##84|||960##1440##240##360|||0##0##0##0|||323##483##82##120,329##497##82##122|||0##0##0##0|||226##337##56##84|||960##1440##240##360|||0##0##0##0|||323##483##82##120,,,,,"2.39566300,-76.82711700","2.74930603,-76.62558491",,,,,118378.00|||0.00|||56888.00|||198016.00|||0.00|||206960.00,118378.00|||0.00|||56888.00|||198016.00|||0.00|||206960.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95926,NORTE DE SANTANDER,ÁBREGO,,,,,571##714##71##71|||0##0##0##0|||233##346##58##88|||864##1296##216##324|||0##0##0##0|||110##120##141##153,571##714##71##71|||0##0##0##0|||233##346##58##88|||864##1296##216##324|||0##0##0##0|||110##120##141##153,,,,,"8.09530200,-72.88050600","8.08120418,-73.22141743",,,,,163995.00|||0.00|||58656.00|||178048.00|||0.00|||107640.00,163995.00|||0.00|||58656.00|||178048.00|||0.00|||107640.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95928,NORTE DE SANTANDER,CONVENCIÓN,,,,,571##714##71##71|||0##0##0##0|||205##307##52##76|||619##930##154##232|||0##0##0##0|||74##80##94##102,571##714##71##71|||0##0##0##0|||205##307##52##76|||619##930##154##232|||0##0##0##0|||74##80##94##102,,,,,"8.09530200,-72.88050600","8.46999502,-73.33719493",,,,,163995.00|||0.00|||51792.00|||127712.00|||0.00|||71760.00,163995.00|||0.00|||51792.00|||127712.00|||0.00|||71760.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95929,NORTE DE SANTANDER,HACARÍ,,,,,0##0##0##0|||0##0##0##0|||137##202##34##52|||689##1031##172##258|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||137##202##34##52|||689##1031##172##258|||0##0##0##0|||0##0##0##0,,,,,"8.09530200,-72.88050600","8.32162941,-73.14590841",,,,,0.00|||0.00|||34424.00|||141856.00|||0.00|||0.00,0.00|||0.00|||34424.00|||141856.00|||0.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95931,NORTE DE SANTANDER,OCAÑA,,,,,820##1026##102##102|||0##0##0##0|||233##346##58##88|||864##1296##216##324|||0##0##0##0|||156##169##198##214,820##1026##102##102|||0##0##0##0|||233##346##58##88|||864##1296##216##324|||0##0##0##0|||156##169##198##214,,,,,"8.09530200,-72.88050600","8.24666636,-73.35519572",,,,,236002.00|||0.00|||58656.00|||178048.00|||0.00|||150800.00,236002.00|||0.00|||58656.00|||178048.00|||0.00|||150800.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95935,NORTE DE SANTANDER,SARDINATA,,,,,240##300##30##30|||0##0##0##0|||148##274##4##18|||146##271##9##18|||0##0##0##0|||148##160##189##203,240##300##30##30|||0##0##0##0|||148##274##4##18|||146##271##9##18|||0##0##0##0|||148##160##189##203,,,,,"8.09530200,-72.88050600","8.08058604,-72.79826081",,,,,68991.00|||0.00|||36088.00|||29120.00|||0.00|||143520.00,68991.00|||0.00|||36088.00|||29120.00|||0.00|||143520.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95937,NORTE DE SANTANDER,TEORAMA,,,,,548##683##68##68|||0##0##0##0|||203##309##52##76|||619##930##154##232|||0##0##0##0|||110##120##141##153,548##683##68##68|||0##0##0##0|||203##309##52##76|||619##930##154##232|||0##0##0##0|||110##120##141##153,,,,,"8.09530200,-72.88050600","8.43723373,-73.28698543",,,,,157209.00|||0.00|||51792.00|||127712.00|||0.00|||107640.00,157209.00|||0.00|||51792.00|||127712.00|||0.00|||107640.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39583,7|||9|||10|||10|||11|||15,29.00|||4.00|||16.00|||8.00|||3.00|||40.00,387##388##,95939,NORTE DE SANTANDER,LA PLAYA,,,,,0##0##0##0|||0##0##0##0|||136##204##34##50|||689##1031##172##258|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||136##204##34##50|||689##1031##172##258|||0##0##0##0|||0##0##0##0,,,,,"8.09530200,-72.88050600","8.21359383,-73.23813909",,,,,0.00|||0.00|||34320.00|||141856.00|||0.00|||0.00,0.00|||0.00|||34320.00|||141856.00|||0.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39584,4|||6|||7|||10|||11|||15,5.00|||5.00|||11.00|||12.00|||11.00|||56.00,387##388##,95582,ARAUCA,ARAUCA,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||79##95##26##31|||0##0##0##0|||6##7##2##2,0##0##0##0|||0##0##0##0|||0##0##0##0|||79##95##26##31|||0##0##0##0|||6##7##2##2,,,,,"6.56990900,-70.96882200","7.07773650,-70.76277305",,,,,0.00|||0.00|||0.00|||9963.00|||0.00|||7921.20,0.00|||0.00|||0.00|||9963.00|||0.00|||7921.20,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39584,4|||6|||7|||10|||11|||15,5.00|||5.00|||11.00|||12.00|||11.00|||56.00,387##388##,95587,ARAUCA,ARAUQUITA,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||71##88##0##0|||0##0##0##0|||4##5##1##1,0##0##0##0|||0##0##0##0|||0##0##0##0|||71##88##0##0|||0##0##0##0|||4##5##1##1,,,,,"6.56990900,-70.96882200","7.02931365,-71.42763959",,,,,0.00|||0.00|||0.00|||6937.20|||0.00|||5166.00,0.00|||0.00|||0.00|||6937.20|||0.00|||5166.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39584,4|||6|||7|||10|||11|||15,5.00|||5.00|||11.00|||12.00|||11.00|||56.00,387##388##,95589,ARAUCA,FORTUL,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||72##88##0##0|||0##0##0##0|||4##5##1##1,0##0##0##0|||0##0##0##0|||0##0##0##0|||72##88##0##0|||0##0##0##0|||4##5##1##1,,,,,"6.56990900,-70.96882200","6.79925590,-71.76786074",,,,,0.00|||0.00|||0.00|||6937.20|||0.00|||5166.00,0.00|||0.00|||0.00|||6937.20|||0.00|||5166.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39584,4|||6|||7|||10|||11|||15,5.00|||5.00|||11.00|||12.00|||11.00|||56.00,387##388##,95591,ARAUCA,PUERTO RONDÓN,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||58##71##18##22|||0##0##0##0|||4##6##1##1,0##0##0##0|||0##0##0##0|||0##0##0##0|||58##71##18##22|||0##0##0##0|||4##6##1##1,,,,,"6.56990900,-70.96882200","6.27986339,-71.10306943",,,,,0.00|||0.00|||0.00|||7380.00|||0.00|||5510.40,0.00|||0.00|||0.00|||7380.00|||0.00|||5510.40,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
87,CBPF-COL-26-R-INGO-NSFT-39584,4|||6|||7|||10|||11|||15,5.00|||5.00|||11.00|||12.00|||11.00|||56.00,387##388##,95593,ARAUCA,SARAVENA,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||85##104##28##34|||0##0##0##0|||6##9##2##2,0##0##0##0|||0##0##0##0|||0##0##0##0|||85##104##28##34|||0##0##0##0|||6##9##2##2,,,,,"6.56990900,-70.96882200","6.95387794,-71.87394948",,,,,0.00|||0.00|||0.00|||10848.60|||0.00|||8610.00,0.00|||0.00|||0.00|||10848.60|||0.00|||8610.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
